num_deaths_neighbours,num_deaths_kin,num_total_neighbour,num_total_kin,deaths_num_total,marital_status,education_level,material_house,cooking_fuel,bed,radio,livelihood,wealth_score,gender,health_zone
0,0,29,10,0,married,primary,wood_mud,charcoal,no,yes,sell_anim_prod,2,m,Kalemie
0,0,30,28,0,married,none,trunks,charcoal,yes,no,sales,2,f,Nyemba
0,0,29,27,0,divorced,none,coated_adobe,wood,yes,no,sales,2,m,Nyemba
0,0,32,32,0,married,none,trunks,wood,no,no,self_agriculture,0,m,Nyemba
0,0,31,29,0,married,none,coated_adobe,wood,yes,no,self_agriculture,2,m,Nyemba
0,0,37,27,0,married,none,coated_adobe,wood,no,no,self_agriculture,1,f,Nyemba
0,0,42,27,0,married,none,coated_adobe,charcoal,yes,yes,sales,4,f,Nyemba
0,0,35,30,0,married,superior,bricks,charcoal,yes,yes,professional,4,m,Nyemba
0,0,28,14,0,married,lower_secondary,coated_adobe,charcoal,yes,yes,sales,4,f,Kalemie
0,0,29,17,0,married,upper_secondary,coated_adobe,charcoal,yes,yes,professional,4,m,Kalemie
0,0,11,6,0,married,upper_secondary,bricks,charcoal,no,no,unskilled,2,m,Kalemie
0,0,22,6,0,married,primary,bricks,charcoal,no,no,sales,2,f,Nyemba
0,0,30,6,0,married,lower_secondary,bricks,charcoal,yes,no,not_working,3,f,Nyemba
0,0,30,25,0,married,none,bricks,charcoal,no,yes,self_agriculture,3,f,Nyemba
0,0,26,21,0,married,lower_secondary,cement_blocks,charcoal,yes,yes,skilled,4,m,Nyemba
0,1,22,18,1,married,primary,coated_adobe,charcoal,yes,no,sales,3,f,Kalemie
0,0,35,2,0,married,upper_secondary,wood_mud,charcoal,yes,yes,unskilled,3,m,Kalemie
0,0,24,14,0,widowed,none,wood_mud,charcoal,yes,no,sales,2,f,Kalemie
0,0,22,36,0,married,lower_secondary,bricks,charcoal,yes,yes,sales,4,f,Kalemie
0,0,29,6,0,married,lower_secondary,bricks,charcoal,yes,no,sales,3,m,Kalemie
0,0,33,29,0,married,upper_secondary,bricks,charcoal,yes,yes,sales,4,m,Kalemie
0,0,27,26,0,married,upper_secondary,bricks,charcoal,yes,yes,sales,4,f,Kalemie
0,1,26,20,1,married,upper_secondary,bricks,charcoal,yes,yes,sales,4,f,Kalemie
0,0,4,14,0,married,lower_secondary,wood_mud,charcoal,yes,yes,sales,3,f,Kalemie
1,0,15,13,1,married,lower_secondary,wood_mud,charcoal,no,yes,self_agriculture,2,m,Kalemie
0,0,38,16,0,married,none,coated_adobe,charcoal,yes,no,self_agriculture,3,f,Nyemba
0,0,15,24,0,married,upper_secondary,wood_mud,wood,no,yes,sales,1,f,Kalemie
0,0,42,14,0,married,none,coated_adobe,wood,yes,no,self_agriculture,2,f,Nyemba
0,0,39,28,0,married,upper_secondary,bricks,charcoal,yes,no,professional,3,m,Nyemba
0,0,39,21,0,married,none,trunks,wood,no,no,self_agriculture,0,f,Nyemba
2,0,26,17,2,widowed,primary,coated_adobe,wood,no,no,self_agriculture,1,f,Kalemie
0,0,22,37,0,married,upper_secondary,cement_blocks,charcoal,yes,no,sales,3,m,Kalemie
0,0,13,9,0,married,lower_secondary,cement_blocks,charcoal,yes,yes,sales,4,m,Kalemie
0,0,13,8,0,married,upper_secondary,coated_adobe,charcoal,yes,yes,sales,4,m,Kalemie
0,0,25,11,0,single,upper_secondary,coated_adobe,charcoal,yes,yes,salary,4,m,Kalemie
0,1,19,16,1,single,superior,cement_blocks,charcoal,yes,yes,clerical,4,m,Kalemie
0,0,44,42,0,married,upper_secondary,coated_adobe,charcoal,yes,yes,sales,4,f,Nyunzu
0,0,36,30,0,married,upper_secondary,coated_adobe,wood,yes,yes,sales,3,m,Nyunzu
0,0,35,32,0,married,none,coated_adobe,wood,yes,no,sales,2,f,Nyunzu
0,0,36,26,0,married,none,coated_adobe,wood,yes,no,sales,2,f,Nyunzu
0,0,38,22,0,married,primary,coated_adobe,charcoal,yes,yes,sales,4,f,Nyunzu
0,0,21,3,0,divorced,lower_secondary,bricks,charcoal,yes,yes,sales,4,f,Kalemie
0,0,26,24,0,married,primary,bricks,wood,no,no,self_agriculture,1,f,Kalemie
0,0,27,23,0,married,primary,bricks,wood,no,no,self_agriculture,1,f,Kalemie
0,0,20,11,0,married,lower_secondary,bricks,charcoal,yes,yes,sales,4,f,Kalemie
0,0,22,15,0,married,upper_secondary,bricks,wood,yes,no,self_agriculture,2,m,Kalemie
0,0,24,9,0,married,primary,bricks,wood,no,no,sales,1,f,Kalemie
0,0,23,5,0,married,lower_secondary,earth,wood,yes,yes,sales,2,m,Nyemba
0,0,16,22,0,married,upper_secondary,cement_blocks,charcoal,yes,yes,sales,4,f,Nyemba
0,0,22,33,0,married,lower_secondary,coated_adobe,charcoal,yes,yes,sales,4,f,Nyemba
0,0,24,25,0,married,upper_secondary,cement_blocks,charcoal,yes,no,sales,3,m,Nyemba
0,0,19,4,0,married,primary,wood_mud,wood,no,no,sales,0,m,Kalemie
0,0,25,11,0,married,primary,cement_blocks,charcoal,yes,no,sales,3,f,Nyemba
0,0,14,17,0,married,primary,cement_blocks,charcoal,yes,yes,sales,4,f,Nyemba
0,2,32,18,2,married,upper_secondary,cement_blocks,charcoal,yes,yes,sales,4,f,Nyemba
0,0,15,17,0,married,upper_secondary,coated_adobe,charcoal,yes,yes,daily_labour_non,4,m,Nyemba
0,0,23,19,0,divorced,upper_secondary,coated_adobe,charcoal,yes,no,employed_agriculture,3,f,Nyemba
0,0,34,19,0,married,none,coated_adobe,charcoal,yes,no,unskilled,3,m,Nyemba
0,0,29,22,0,married,lower_secondary,wood_mud,charcoal,yes,no,daily_labour_non,2,f,Nyemba
0,0,16,13,0,widowed,none,coated_adobe,wood,no,no,self_agriculture,1,f,Nyemba
0,0,33,19,0,married,primary,coated_adobe,charcoal,yes,no,sales,3,f,Nyunzu
0,0,13,16,0,single,upper_secondary,coated_adobe,charcoal,yes,yes,sales,4,m,Nyunzu
0,0,22,18,0,married,superior,coated_adobe,charcoal,yes,no,sales,3,m,Nyunzu
0,0,19,5,0,married,upper_secondary,bricks,charcoal,yes,no,professional,3,m,Kalemie
0,0,22,12,0,married,primary,bricks,wood,no,yes,self_agriculture,2,m,Kalemie
0,0,18,35,0,divorced,primary,bricks,charcoal,no,yes,sales,3,f,Kalemie
0,0,23,13,0,married,none,bricks,charcoal,yes,no,unskilled,3,m,Kalemie
1,0,20,10,1,married,lower_secondary,wood_mud,wood,no,yes,sell_anim_prod,1,m,Nyemba
0,0,19,22,0,married,lower_secondary,wood_mud,wood,no,yes,sales,1,m,Nyemba
0,0,21,35,0,married,lower_secondary,wood_mud,wood,no,yes,employed_agriculture,1,f,Nyemba
0,0,16,6,0,married,lower_secondary,bricks,charcoal,yes,yes,self_agriculture,4,m,Kalemie
0,0,18,45,0,married,primary,bricks,charcoal,yes,yes,sell_anim_prod,4,m,Kalemie
0,0,23,5,0,married,upper_secondary,bricks,charcoal,yes,yes,sales,4,f,Kalemie
0,0,22,27,0,married,upper_secondary,bricks,charcoal,yes,yes,self_agriculture,4,m,Kalemie
0,0,26,28,0,married,lower_secondary,bricks,charcoal,yes,no,sales,3,m,Kalemie
0,0,37,24,0,married,upper_secondary,coated_adobe,charcoal,yes,yes,sales,4,m,Nyunzu
0,0,42,36,0,married,none,coated_adobe,wood,yes,yes,sales,3,f,Nyunzu
0,0,42,33,0,married,superior,wood,wood,no,no,self_agriculture,0,m,Nyunzu
1,0,31,12,1,married,primary,coated_adobe,charcoal,yes,no,sales,3,f,Nyunzu
0,0,31,19,0,married,primary,coated_adobe,charcoal,yes,no,sales,3,f,Nyunzu
0,0,29,12,0,married,lower_secondary,coated_adobe,charcoal,yes,yes,sales,4,m,Nyunzu
0,0,24,11,0,single,lower_secondary,cement_blocks,charcoal,yes,yes,skilled,4,m,Nyunzu
0,0,14,17,0,married,lower_secondary,coated_adobe,charcoal,yes,yes,unskilled,4,m,Nyunzu
0,0,48,28,0,married,lower_secondary,coated_adobe,wood,yes,no,self_agriculture,2,m,Nyunzu
1,0,37,30,1,married,lower_secondary,coated_adobe,wood,yes,yes,self_agriculture,3,f,Nyunzu
0,0,51,22,0,married,upper_secondary,coated_adobe,charcoal,yes,no,daily_labour_non,3,m,Nyunzu
0,0,35,32,0,married,none,bricks,charcoal,yes,no,sales,3,f,Nyunzu
0,0,24,19,0,married,none,coated_adobe,charcoal,yes,yes,sales,4,f,Nyunzu
0,0,23,10,0,married,lower_secondary,wood_mud,charcoal,yes,no,unskilled,2,m,Nyemba
2,0,35,52,2,married,lower_secondary,wood_mud,wood,yes,yes,unskilled,2,m,Nyemba
0,0,45,36,0,married,upper_secondary,cement_blocks,wood,yes,yes,clerical,3,m,Nyemba
1,1,33,27,2,married,lower_secondary,cement_blocks,charcoal,yes,yes,not_working,4,f,Nyemba
0,2,28,33,2,married,lower_secondary,wood_mud,charcoal,yes,yes,unskilled,3,m,Nyemba
0,0,26,17,0,widowed,primary,cement_blocks,coal_lignite,yes,no,sales,3,f,Nyemba
0,0,14,2,0,married,upper_secondary,cement_blocks,charcoal,yes,yes,daily_labour_non,4,m,Nyemba
0,0,20,4,0,married,upper_secondary,coated_adobe,charcoal,yes,no,skilled,3,m,Nyemba
0,0,26,22,0,widowed,upper_secondary,cement_blocks,charcoal,yes,yes,sales,4,f,Nyemba
0,0,27,17,0,single,lower_secondary,bricks,charcoal,yes,yes,domestic,4,f,Kalemie
0,0,28,32,0,married,lower_secondary,bricks,charcoal,yes,yes,daily_labour_non,4,m,Kalemie
0,1,21,25,1,married,primary,bricks,charcoal,yes,yes,sell_anim_prod,4,m,Kalemie
0,0,27,10,0,married,primary,bricks,charcoal,no,no,self_agriculture,2,f,Kalemie
0,0,11,3,0,married,upper_secondary,coated_adobe,charcoal,yes,yes,sales,4,f,Kalemie
0,0,30,10,0,single,upper_secondary,bricks,charcoal,yes,yes,sales,4,f,Kalemie
0,0,27,5,0,married,lower_secondary,bricks,charcoal,no,yes,sales,3,f,Kalemie
1,0,30,11,1,married,lower_secondary,coated_adobe,charcoal,yes,yes,professional,4,m,Kalemie
0,0,21,19,0,widowed,primary,coated_adobe,charcoal,yes,yes,sales,4,f,Kalemie
0,0,34,29,0,married,lower_secondary,coated_adobe,charcoal,yes,yes,unskilled,4,m,Nyunzu
1,0,17,22,1,married,superior,cement_blocks,charcoal,yes,yes,skilled,4,m,Nyunzu
0,0,14,21,0,married,primary,coated_adobe,charcoal,yes,yes,sales,4,f,Nyunzu
1,1,31,20,2,divorced,none,bricks,wood,yes,no,self_agriculture,2,f,Nyemba
0,0,29,26,0,married,upper_secondary,bricks,charcoal,no,yes,sales,3,m,Nyemba
0,0,22,14,0,married,none,bricks,charcoal,yes,yes,sales,4,f,Nyemba
0,0,20,19,0,married,none,bricks,charcoal,no,no,employed_agriculture,2,f,Nyemba
0,1,31,84,1,married,primary,bricks,wood,no,no,employed_agriculture,1,f,Nyemba
0,0,30,49,0,married,primary,bricks,wood,no,yes,sales,2,m,Nyemba
0,0,20,44,0,married,primary,bricks,charcoal,yes,yes,sales,4,m,Nyemba
0,0,53,41,0,married,upper_secondary,coated_adobe,wood,yes,no,sales,2,m,Nyunzu
0,0,53,30,0,married,none,coated_adobe,wood,no,no,self_agriculture,1,f,Nyunzu
1,0,34,26,1,married,none,coated_adobe,wood,yes,yes,self_agriculture,3,f,Nyunzu
0,0,44,20,0,married,none,coated_adobe,wood,yes,no,self_agriculture,2,f,Nyunzu
0,0,22,7,0,married,primary,stone_mud,wood,yes,yes,employed_agriculture,2,f,Nyemba
0,1,17,17,1,married,primary,wood_mud,wood,no,no,employed_agriculture,0,f,Nyemba
1,0,20,38,1,married,lower_secondary,wood_mud,wood,yes,no,sales,1,f,Nyemba
0,0,16,26,0,married,primary,wood_mud,charcoal,yes,no,sales,2,f,Nyemba
0,0,19,13,0,married,primary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,0,33,36,0,married,primary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,1,32,31,1,married,none,coated_adobe,wood,yes,no,self_agriculture,2,m,Nyunzu
0,0,45,36,0,married,none,coated_adobe,wood,yes,no,sales,2,f,Nyunzu
0,0,34,51,0,married,upper_secondary,wood_mud,wood,yes,yes,daily_labour_non,2,m,Nyemba
2,0,20,65,2,married,upper_secondary,wood_mud,wood,yes,yes,self_agriculture,2,m,Nyemba
0,0,37,46,0,married,primary,bricks,charcoal,no,yes,employed_agriculture,3,f,Nyunzu
0,0,24,41,0,single,lower_secondary,bricks,charcoal,yes,no,sales,3,f,Nyunzu
0,0,17,3,0,widowed,primary,wood_mud,charcoal,no,no,sales,1,f,Nyemba
0,0,36,22,0,married,lower_secondary,coated_adobe,charcoal,no,yes,self_agriculture,3,m,Nyunzu
0,0,23,11,0,married,primary,bamboo_mud,wood,yes,no,sales,1,m,Nyemba
0,1,30,24,1,married,primary,bricks,wood,no,no,sales,1,f,Nyunzu
0,0,24,13,0,married,upper_secondary,bricks,charcoal,no,yes,sales,3,m,Nyunzu
0,0,20,6,0,married,primary,bamboo_mud,charcoal,no,no,sales,1,f,Nyemba
0,0,27,48,0,married,lower_secondary,coated_adobe,wood,yes,no,sales,2,f,Nyemba
0,0,17,20,0,married,upper_secondary,coated_adobe,charcoal,no,no,sales,2,m,Nyemba
0,0,38,19,0,married,upper_secondary,coated_adobe,wood,yes,no,professional,2,m,Nyemba
1,0,27,13,1,married,upper_secondary,coated_adobe,charcoal,yes,yes,unskilled,4,m,Nyemba
1,0,29,19,1,married,superior,coated_adobe,wood,yes,no,self_agriculture,2,f,Nyunzu
0,0,40,25,0,married,none,coated_adobe,wood,yes,no,self_agriculture,2,m,Nyunzu
0,0,32,22,0,married,none,coated_adobe,wood,yes,yes,sales,3,f,Nyunzu
0,0,34,26,0,married,none,coated_adobe,wood,no,no,self_agriculture,1,m,Nyunzu
0,1,18,51,1,married,lower_secondary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,0,27,23,0,married,lower_secondary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,0,20,26,0,single,upper_secondary,coated_adobe,charcoal,yes,yes,sales,4,m,Nyemba
1,0,30,45,1,married,lower_secondary,wood_mud,wood,no,no,daily_labour_non,0,m,Nyunzu
0,0,29,33,0,married,upper_secondary,wood_mud,wood,yes,yes,self_agriculture,2,m,Nyunzu
0,0,22,87,0,single,upper_secondary,coated_adobe,wood,yes,no,unskilled,2,m,Nyemba
0,0,35,17,0,married,lower_secondary,coated_adobe,charcoal,yes,no,sales,3,m,Nyemba
0,0,31,12,0,married,upper_secondary,wood_mud,charcoal,yes,no,unskilled,2,m,Nyemba
0,1,41,46,1,married,lower_secondary,wood_mud,wood,yes,yes,employed_agriculture,2,m,Nyunzu
1,0,38,35,1,single,upper_secondary,coated_adobe,wood,yes,no,sales,2,m,Nyunzu
2,1,33,40,3,married,upper_secondary,wood_mud,wood,yes,yes,self_agriculture,2,m,Nyunzu
0,0,18,21,0,married,upper_secondary,cement_blocks,charcoal,yes,yes,sales,4,m,Nyunzu
0,1,31,25,1,single,none,earth,wood,no,no,employed_agriculture,0,f,Nyunzu
0,0,16,20,0,widowed,lower_secondary,earth,wood,yes,no,sales,1,m,Nyunzu
0,2,43,45,2,married,upper_secondary,bamboo_mud,wood,yes,no,self_agriculture,1,m,Nyunzu
0,0,42,36,0,single,upper_secondary,wood_mud,wood,yes,yes,employed_agriculture,2,m,Nyunzu
0,0,39,31,0,married,primary,wood_mud,wood,no,no,sales,0,m,Nyunzu
0,0,29,28,0,married,primary,wood_mud,wood,yes,no,self_agriculture,1,f,Nyunzu
0,0,15,28,0,married,upper_secondary,wood_mud,charcoal,yes,yes,professional,3,m,Nyunzu
0,1,24,28,1,divorced,primary,wood,wood,no,no,employed_agriculture,0,m,Nyunzu
0,0,27,26,0,widowed,lower_secondary,wood_mud,charcoal,yes,no,sales,2,f,Nyunzu
0,1,33,28,1,married,lower_secondary,wood_mud,charcoal,yes,yes,professional,3,m,Nyunzu
1,1,23,45,2,divorced,lower_secondary,wood_mud,wood,no,yes,sales,1,f,Nyunzu
0,0,23,50,0,married,lower_secondary,wood_mud,wood,no,no,daily_labour_non,0,m,Nyunzu
1,1,27,52,2,single,lower_secondary,wood_mud,wood,no,yes,sales,1,m,Nyunzu
0,0,26,30,0,married,primary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,1,21,16,1,married,primary,coated_adobe,wood,no,no,sales,1,f,Nyemba
0,0,27,33,0,married,lower_secondary,coated_adobe,wood,yes,no,employed_agriculture,2,m,Nyemba
0,0,27,24,0,married,primary,coated_adobe,charcoal,no,no,sales,2,f,Nyemba
0,0,32,27,0,single,upper_secondary,cement_blocks,charcoal,yes,yes,not_working,4,m,Nyemba
0,0,34,40,0,married,primary,wood,wood,yes,no,sales,1,m,Nyunzu
0,1,35,21,1,married,none,coated_adobe,wood,no,no,sales,1,f,Nyunzu
1,0,35,10,1,married,none,coated_adobe,wood,no,no,sales,1,m,Nyunzu
0,0,33,19,0,married,none,cement_blocks,wood,no,no,sales,1,f,Nyunzu
0,0,31,15,0,married,primary,cement_blocks,wood,no,no,sales,1,m,Nyunzu
0,1,30,31,1,married,primary,bricks,wood,yes,yes,self_agriculture,3,f,Kalemie
1,0,31,32,1,single,lower_secondary,coated_adobe,charcoal,no,no,self_agriculture,2,m,Kalemie
0,0,20,29,0,married,lower_secondary,bamboo_mud,wood,yes,no,self_agriculture,1,m,Kalemie
1,0,41,39,1,married,upper_secondary,coated_adobe,charcoal,yes,yes,professional,4,m,Kalemie
0,0,35,32,0,married,upper_secondary,bricks,charcoal,yes,yes,domestic,4,f,Kalemie
0,0,18,36,0,married,lower_secondary,bamboo_mud,charcoal,yes,no,employed_agriculture,2,f,Nyemba
0,0,31,7,0,divorced,none,coated_adobe,wood,yes,no,sales,2,f,Nyemba
0,0,23,27,0,married,upper_secondary,cement_blocks,charcoal,yes,yes,self_agriculture,4,m,Nyemba
0,0,32,43,0,married,primary,bricks,charcoal,no,no,unskilled,2,m,Kalemie
0,0,30,38,0,married,primary,bricks,charcoal,yes,yes,sales,4,f,Kalemie
0,0,24,64,0,single,primary,bricks,wood,no,no,employed_agriculture,1,m,Kalemie
0,0,25,54,0,single,lower_secondary,bricks,charcoal,yes,yes,employed_agriculture,4,m,Kalemie
0,0,20,66,0,married,lower_secondary,bricks,charcoal,no,yes,domestic,3,f,Kalemie
0,0,28,35,0,single,upper_secondary,bricks,charcoal,yes,yes,other,4,m,Kalemie
0,0,22,27,0,single,lower_secondary,bricks,charcoal,yes,no,daily_labour_non,3,m,Kalemie
1,0,30,74,1,single,primary,bricks,wood,yes,no,employed_agriculture,2,f,Kalemie
0,0,38,34,0,single,lower_secondary,bricks,charcoal,yes,yes,sales,4,f,Kalemie
0,0,19,37,0,single,lower_secondary,bricks,wood,no,no,employed_agriculture,1,f,Kalemie
0,0,32,18,0,married,primary,coated_adobe,charcoal,no,no,sales,2,f,Nyemba
0,0,35,11,0,married,none,coated_adobe,charcoal,no,no,not_working,2,f,Nyemba
0,1,28,35,1,married,primary,wood_mud,wood,no,no,sales,0,f,Nyunzu
1,1,18,48,2,married,primary,wood_mud,wood,no,no,sales,0,f,Nyunzu
0,0,34,12,0,married,none,coated_adobe,wood,no,no,self_agriculture,1,f,Nyemba
0,0,29,24,0,married,upper_secondary,coated_adobe,charcoal,yes,yes,self_agriculture,4,m,Nyemba
0,0,40,31,0,married,none,wood,wood,yes,no,self_agriculture,1,m,Nyemba
1,0,31,48,1,married,lower_secondary,wood_mud,wood,no,no,sales,0,f,Nyunzu
0,0,24,29,0,married,upper_secondary,cement_blocks,charcoal,yes,yes,domestic,4,m,Kalemie
0,0,40,19,0,married,upper_secondary,coated_adobe,charcoal,yes,yes,other,4,m,Kalemie
0,0,29,32,0,married,upper_secondary,bricks,charcoal,yes,yes,sales,4,f,Kalemie
0,0,36,28,0,married,lower_secondary,bricks,charcoal,yes,yes,professional,4,m,Kalemie
0,1,29,31,1,married,lower_secondary,wood_mud,charcoal,yes,yes,sales,3,m,Nyunzu
0,0,27,23,0,widowed,primary,wood_mud,charcoal,yes,yes,sales,3,f,Nyunzu
0,1,19,23,1,single,lower_secondary,wood_mud,wood,yes,yes,self_agriculture,2,m,Nyunzu
0,0,25,28,0,married,none,wood_mud,wood,no,no,employed_agriculture,0,f,Nyunzu
0,0,25,28,0,married,upper_secondary,coated_adobe,charcoal,yes,yes,domestic,4,m,Kalemie
0,0,36,22,0,single,upper_secondary,wood_mud,charcoal,yes,yes,professional,3,m,Nyemba
0,1,36,37,1,married,lower_secondary,wood_mud,charcoal,yes,yes,unskilled,3,m,Nyemba
2,0,42,36,2,married,lower_secondary,wood_mud,charcoal,yes,no,self_agriculture,2,m,Nyemba
0,0,38,33,0,married,lower_secondary,wood_mud,wood,yes,no,self_agriculture,1,m,Nyemba
0,1,39,48,1,married,lower_secondary,wood_mud,wood,no,no,self_agriculture,0,m,Nyemba
1,0,30,27,1,married,lower_secondary,cement_blocks,charcoal,yes,yes,self_agriculture,4,m,Nyemba
1,0,22,4,1,married,superior,coated_adobe,charcoal,yes,yes,professional,4,m,Nyemba
0,0,28,6,0,married,primary,cement_blocks,charcoal,yes,yes,skilled,4,f,Nyemba
0,0,27,31,0,married,none,trunks,wood,no,no,self_agriculture,0,f,Kalemie
0,0,28,4,0,single,upper_secondary,coated_adobe,charcoal,yes,yes,unskilled,4,m,Kalemie
0,1,28,21,1,married,none,coated_adobe,wood,yes,no,self_agriculture,2,m,Kalemie
0,0,34,30,0,married,none,bricks,charcoal,yes,yes,sales,4,m,Kalemie
1,0,19,27,1,married,primary,wood_mud,wood,no,no,self_agriculture,0,m,Nyunzu
1,0,13,35,1,married,primary,wood_mud,wood,no,no,self_agriculture,0,m,Nyunzu
0,1,29,54,1,single,superior,bricks,charcoal,yes,yes,clerical,4,m,Nyemba
1,0,22,42,1,single,lower_secondary,bricks,charcoal,yes,yes,sales,4,m,Nyemba
0,0,22,45,0,single,primary,bricks,charcoal,yes,yes,employed_agriculture,4,m,Nyemba
0,0,27,55,0,married,upper_secondary,bricks,charcoal,yes,yes,unskilled,4,m,Nyemba
0,0,20,19,0,married,primary,coated_adobe,charcoal,no,no,employed_agriculture,2,f,Nyemba
0,0,26,48,0,married,lower_secondary,coated_adobe,charcoal,yes,no,employed_agriculture,3,f,Nyemba
0,0,19,27,0,single,lower_secondary,coated_adobe,charcoal,yes,yes,sales,4,m,Nyemba
0,0,15,30,0,married,primary,coated_adobe,charcoal,yes,no,employed_agriculture,3,f,Nyemba
0,0,31,16,0,married,upper_secondary,coated_adobe,charcoal,yes,no,domestic,3,f,Nyemba
0,0,27,18,0,married,lower_secondary,coated_adobe,charcoal,yes,yes,self_agriculture,4,f,Nyemba
1,0,28,12,1,married,superior,coated_adobe,charcoal,yes,yes,professional,4,m,Nyemba
0,0,22,25,0,married,lower_secondary,bamboo_mud,wood,no,no,self_agriculture,0,f,Nyemba
1,0,24,30,1,married,primary,wood_mud,charcoal,yes,no,self_agriculture,2,m,Kalemie
0,0,30,20,0,married,lower_secondary,wood_mud,charcoal,yes,yes,army,3,m,Kalemie
0,0,39,7,0,married,none,wood_mud,wood,no,no,self_agriculture,0,f,Kalemie
0,0,38,24,0,married,upper_secondary,wood_mud,charcoal,yes,no,not_working,2,m,Kalemie
0,1,25,19,1,married,lower_secondary,wood_mud,wood,yes,no,clerical,1,m,Nyunzu
1,0,17,28,1,married,lower_secondary,wood_mud,wood,no,no,sell_anim_prod,0,m,Kalemie
0,0,19,23,0,married,upper_secondary,cement_blocks,charcoal,yes,yes,clerical,4,m,Kalemie
0,0,21,28,0,single,lower_secondary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
1,0,25,29,1,married,lower_secondary,coated_adobe,charcoal,no,no,sales,2,m,Nyemba
0,0,20,19,0,married,none,coated_adobe,wood,no,no,employed_agriculture,1,f,Nyemba
0,0,39,31,0,married,none,coated_adobe,wood,yes,no,self_agriculture,2,m,Nyunzu
0,0,33,22,0,married,none,coated_adobe,wood,yes,no,self_agriculture,2,f,Nyunzu
0,0,31,9,0,married,none,wood,wood,no,no,sales,0,f,Nyunzu
1,0,27,21,1,married,upper_secondary,coated_adobe,wood,yes,no,sales,2,m,Nyunzu
0,1,24,25,1,divorced,none,wood_mud,wood,no,no,sales,0,f,Kalemie
0,0,26,30,0,married,none,earth,wood,no,no,sales,0,f,Kalemie
0,0,16,33,0,single,primary,earth,wood,yes,yes,self_agriculture,2,m,Kalemie
1,1,18,37,2,married,lower_secondary,wood_mud,charcoal,yes,yes,professional,3,f,Kalemie
1,0,24,11,1,married,upper_secondary,wood_mud,charcoal,yes,yes,sales,3,f,Nyunzu
0,0,39,24,0,married,lower_secondary,wood_mud,wood,yes,no,self_agriculture,1,m,Nyunzu
0,0,41,24,0,married,lower_secondary,coated_adobe,wood,yes,yes,self_agriculture,3,m,Nyunzu
1,0,29,28,1,married,lower_secondary,cement_blocks,charcoal,yes,yes,sales,4,m,Nyemba
0,0,20,14,0,married,upper_secondary,cement_blocks,charcoal,yes,no,professional,3,f,Nyemba
0,1,28,51,1,married,upper_secondary,coated_adobe,charcoal,yes,yes,professional,4,f,Nyemba
2,0,30,19,2,married,upper_secondary,cement_blocks,charcoal,yes,yes,sales,4,f,Nyemba
0,0,39,33,0,married,upper_secondary,wood_mud,wood,yes,yes,clerical,2,m,Nyunzu
0,0,45,28,0,married,upper_secondary,wood_mud,wood,yes,no,self_agriculture,1,m,Nyunzu
0,0,27,30,0,married,primary,wood_mud,wood,yes,yes,sales,2,f,Kalemie
0,1,29,29,1,married,none,earth,wood,no,yes,sales,1,f,Kalemie
0,0,20,20,0,married,lower_secondary,wood_mud,charcoal,yes,yes,skilled,3,m,Kalemie
0,0,26,19,0,married,primary,wood_mud,wood,yes,no,employed_agriculture,1,m,Nyemba
0,0,18,18,0,widowed,lower_secondary,earth,wood,no,yes,employed_agriculture,1,m,Kalemie
0,0,44,28,0,married,lower_secondary,wood_mud,wood,no,no,self_agriculture,0,f,Nyunzu
0,0,43,5,0,married,lower_secondary,bamboo_mud,wood,no,no,self_agriculture,0,m,Nyemba
0,1,25,26,1,single,lower_secondary,earth,wood,yes,yes,skilled,2,m,Kalemie
0,1,45,29,1,married,lower_secondary,wood_mud,wood,yes,yes,self_agriculture,2,f,Nyunzu
0,0,42,24,0,married,upper_secondary,wood_mud,wood,yes,yes,self_agriculture,2,m,Nyunzu
0,0,26,23,0,married,primary,coated_adobe,charcoal,yes,yes,not_working,4,m,Nyemba
0,0,29,34,0,married,none,bamboo_mud,wood,no,no,self_agriculture,0,f,Nyemba
0,0,20,9,0,married,none,wood_mud,wood,no,no,self_agriculture,0,f,Nyemba
0,0,32,28,0,married,none,coated_adobe,wood,yes,no,sales,2,f,Nyunzu
0,0,35,26,0,married,none,coated_adobe,wood,yes,no,self_agriculture,2,f,Nyunzu
0,0,37,24,0,married,none,coated_adobe,wood,no,no,sales,1,m,Nyunzu
0,0,37,30,0,married,none,coated_adobe,wood,yes,no,self_agriculture,2,m,Nyunzu
1,0,38,37,1,married,primary,trunks,wood,no,no,self_agriculture,0,f,Nyunzu
0,0,31,27,0,married,none,coated_adobe,wood,yes,no,self_agriculture,2,m,Nyunzu
0,0,25,26,0,divorced,primary,coated_adobe,wood,no,no,sales,1,f,Nyemba
0,0,24,30,0,single,lower_secondary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,0,27,18,0,married,upper_secondary,cement_blocks,electricity,yes,yes,clerical,4,m,Nyemba
0,0,29,24,0,single,lower_secondary,coated_adobe,charcoal,yes,yes,sales,4,m,Nyemba
